event_id,user_id,event_time,event_name
46,100010,2026-01-16 18:00:00,app_open
47,100011,2026-02-17 11:23:00,visit
48,100011,2026-02-17 14:00:00,signup
49,100012,2026-03-29 15:47:00,visit
50,100012,2026-03-29 17:00:00,signup
51,100012,2026-03-29 19:31:00,onboarding_complete
52,100012,2026-04-05 17:00:00,app_open
53,100013,2026-03-08 20:38:00,visit
54,100013,2026-03-08 22:00:00,signup
58,100013,2026-03-08 22:00:00,app_open
55,100013,2026-03-08 23:00:00,onboarding_complete
56,100013,2026-03-10 22:00:00,add_payment_method
57,100013,2026-03-14 22:00:00,purchase
59,100013,2026-03-17 22:00:00,app_open
60,100014,2026-03-10 07:55:00,visit
61,100014,2026-03-10 10:00:00,signup
62,100014,2026-03-10 12:52:00,onboarding_complete
63,100014,2026-03-11 10:00:00,add_payment_method
64,100015,2026-03-06 17:53:00,visit
65,100015,2026-03-06 18:00:00,signup
66,100015,2026-03-06 20:09:00,onboarding_complete
67,100015,2026-03-08 18:00:00,add_payment_method
68,100015,2026-03-19 18:00:00,app_open
69,100016,2026-03-12 15:44:00,visit
70,100016,2026-03-12 19:00:00,signup
71,100017,2026-02-16 19:49:00,visit
72,100017,2026-02-16 21:00:00,signup
73,100018,2026-01-12 15:11:00,visit
74,100018,2026-01-12 17:00:00,signup
75,100018,2026-01-12 18:51:00,onboarding_complete
76,100018,2026-01-13 17:00:00,add_payment_method
77,100018,2026-02-05 17:00:00,app_open
78,100019,2026-03-17 16:31:00,visit
79,100019,2026-03-17 20:00:00,signup
80,100019,2026-03-17 22:51:00,onboarding_complete
81,100019,2026-03-19 20:00:00,add_payment_method
82,100020,2026-02-10 16:31:00,visit
83,100020,2026-02-10 19:00:00,signup
84,100020,2026-02-10 20:51:00,onboarding_complete
85,100020,2026-03-02 19:00:00,app_open
86,100021,2026-02-15 08:08:00,visit
87,100021,2026-02-15 10:00:00,signup
88,100021,2026-02-15 12:50:00,onboarding_complete
89,100022,2026-02-03 08:03:00,visit
90,100022,2026-02-03 11:00:00,signup
91,100022,2026-02-03 11:24:00,onboarding_complete
92,100022,2026-02-04 11:00:00,add_payment_method
93,100022,2026-02-22 11:00:00,app_open
94,100023,2026-01-17 06:39:00,visit
95,100023,2026-01-17 08:00:00,signup
96,100023,2026-01-17 08:39:00,onboarding_complete
97,100023,2026-01-25 08:00:00,app_open
98,100023,2026-02-05 08:00:00,app_open
99,100024,2026-03-25 13:22:00,visit
100,100024,2026-03-25 17:00:00,signup
101,100024,2026-03-25 17:59:00,onboarding_complete
102,100024,2026-03-27 17:00:00,app_open
103,100024,2026-04-05 17:00:00,app_open
104,100024,2026-04-12 17:00:00,app_open
105,100025,2026-03-12 14:54:00,visit
106,100025,2026-03-12 16:00:00,signup
107,100026,2026-02-27 10:35:00,visit
108,100026,2026-02-27 14:00:00,signup
109,100026,2026-02-27 15:58:00,onboarding_complete
110,100026,2026-03-01 14:00:00,app_open
111,100027,2026-02-06 19:32:00,visit
112,100027,2026-02-06 22:00:00,signup
113,100027,2026-02-18 22:00:00,app_open
114,100028,2026-03-16 12:36:00,visit
115,100028,2026-03-16 13:00:00,signup
116,100028,2026-03-16 15:48:00,onboarding_complete
117,100028,2026-03-17 13:00:00,add_payment_method
118,100028,2026-03-19 13:00:00,purchase
119,100028,2026-03-21 13:00:00,app_open
120,100029,2026-02-19 14:19:00,visit
121,100029,2026-02-19 15:00:00,signup
122,100029,2026-03-06 15:00:00,app_open
123,100030,2026-02-09 08:01:00,visit
124,100030,2026-02-09 10:00:00,signup
125,100030,2026-03-01 10:00:00,app_open
126,100031,2026-02-10 11:22:00,visit
127,100031,2026-02-10 12:00:00,signup
128,100031,2026-02-10 12:47:00,onboarding_complete
129,100031,2026-02-12 12:00:00,add_payment_method
130,100032,2026-01-21 18:21:00,visit
131,100032,2026-01-21 22:00:00,signup
132,100032,2026-01-21 23:12:00,onboarding_complete
133,100032,2026-01-22 22:00:00,add_payment_method
134,100033,2026-01-09 16:52:00,visit
135,100033,2026-01-09 19:00:00,signup
136,100033,2026-01-19 19:00:00,app_open
137,100033,2026-02-04 19:00:00,app_open
138,100033,2026-02-11 19:00:00,app_open
139,100034,2026-02-19 07:22:00,visit
140,100034,2026-02-19 09:00:00,signup
141,100035,2026-03-21 09:39:00,visit
142,100035,2026-03-21 13:00:00,signup
143,100035,2026-03-21 15:38:00,onboarding_complete
144,100036,2026-01-06 11:47:00,visit
145,100036,2026-01-06 14:00:00,signup
146,100036,2026-01-06 16:55:00,onboarding_complete
147,100036,2026-01-08 14:00:00,add_payment_method
149,100036,2026-01-08 14:00:00,app_open
148,100036,2026-01-09 14:00:00,purchase
150,100036,2026-01-15 14:00:00,app_open
151,100036,2026-02-12 14:00:00,app_open
152,100037,2026-03-19 19:20:00,visit
153,100037,2026-03-19 20:00:00,signup
154,100037,2026-03-23 20:00:00,app_open
155,100038,2026-03-16 17:48:00,visit
156,100038,2026-03-16 19:00:00,signup
157,100038,2026-03-16 21:43:00,onboarding_complete
158,100039,2026-01-25 09:24:00,visit
159,100039,2026-01-25 12:00:00,signup
160,100039,2026-01-25 14:12:00,onboarding_complete
161,100039,2026-01-26 12:00:00,add_payment_method
162,100039,2026-02-01 12:00:00,app_open
163,100039,2026-02-08 12:00:00,app_open
164,100040,2026-02-26 08:36:00,visit
165,100040,2026-02-26 10:00:00,signup
166,100040,2026-02-26 11:25:00,onboarding_complete
167,100040,2026-03-28 10:00:00,app_open
168,100041,2026-01-15 20:48:00,visit
169,100041,2026-01-15 22:00:00,signup
170,100041,2026-01-15 22:53:00,onboarding_complete
171,100041,2026-01-16 22:00:00,add_payment_method
172,100041,2026-02-11 22:00:00,app_open
173,100042,2026-03-10 20:03:00,visit
174,100042,2026-03-10 21:00:00,signup
175,100042,2026-03-10 23:56:00,onboarding_complete
176,100042,2026-03-11 21:00:00,add_payment_method
178,100042,2026-03-14 21:00:00,app_open
177,100042,2026-03-17 21:00:00,purchase
179,100042,2026-03-26 21:00:00,app_open
180,100043,2026-03-05 10:21:00,visit
181,100043,2026-03-05 13:00:00,signup
182,100043,2026-03-05 13:48:00,onboarding_complete
183,100043,2026-03-19 13:00:00,app_open
184,100044,2026-02-01 21:24:00,visit
185,100044,2026-02-01 22:00:00,signup
186,100044,2026-02-15 22:00:00,app_open
187,100044,2026-03-04 22:00:00,app_open
188,100044,2026-03-10 22:00:00,app_open
189,100045,2026-01-07 16:36:00,visit
190,100045,2026-01-07 19:00:00,signup
191,100045,2026-01-07 19:45:00,onboarding_complete
192,100045,2026-01-09 19:00:00,app_open
193,100045,2026-01-20 19:00:00,app_open
194,100046,2026-03-29 10:45:00,visit
195,100046,2026-03-29 13:00:00,signup
196,100046,2026-04-02 13:00:00,app_open
197,100047,2026-02-10 08:15:00,visit
198,100047,2026-02-10 12:00:00,signup
199,100047,2026-02-10 13:27:00,onboarding_complete
200,100048,2026-03-22 20:24:00,visit
201,100048,2026-03-22 21:00:00,signup
202,100048,2026-03-31 21:00:00,app_open
203,100048,2026-04-11 21:00:00,app_open
204,100048,2026-04-15 21:00:00,app_open
205,100048,2026-04-20 21:00:00,app_open
206,100049,2026-03-03 19:22:00,visit
207,100049,2026-03-03 21:00:00,signup
208,100049,2026-03-03 21:13:00,onboarding_complete
209,100050,2026-03-12 18:26:00,visit
210,100050,2026-03-12 22:00:00,signup
211,100050,2026-03-12 23:43:00,onboarding_complete
212,100050,2026-03-30 22:00:00,app_open
213,100051,2026-03-10 10:14:00,visit
214,100051,2026-03-10 12:00:00,signup
215,100051,2026-03-10 14:11:00,onboarding_complete
216,100052,2026-01-18 12:05:00,visit
217,100052,2026-01-18 14:00:00,signup
218,100052,2026-01-18 16:19:00,onboarding_complete
219,100052,2026-01-19 14:00:00,add_payment_method
220,100052,2026-01-22 14:00:00,app_open
221,100052,2026-02-07 14:00:00,app_open
222,100053,2026-02-02 09:49:00,visit
223,100053,2026-02-02 11:00:00,signup
224,100053,2026-02-02 13:48:00,onboarding_complete
225,100053,2026-02-03 11:00:00,add_payment_method
226,100053,2026-02-15 11:00:00,app_open
227,100054,2026-02-12 08:48:00,visit
228,100054,2026-02-12 11:00:00,signup
229,100054,2026-02-12 13:26:00,onboarding_complete
230,100055,2026-02-14 19:39:00,visit
231,100055,2026-02-14 21:00:00,signup
232,100055,2026-02-14 23:00:00,onboarding_complete
233,100055,2026-02-25 21:00:00,app_open
234,100056,2026-01-04 14:23:00,visit
235,100056,2026-01-04 17:00:00,signup
236,100056,2026-01-04 17:44:00,onboarding_complete
237,100056,2026-01-05 17:00:00,app_open
238,100056,2026-01-22 17:00:00,app_open
239,100057,2026-02-19 16:05:00,visit
240,100057,2026-02-19 17:00:00,signup
241,100057,2026-02-26 17:00:00,app_open
242,100057,2026-03-09 17:00:00,app_open
243,100058,2026-01-14 17:14:00,visit
244,100058,2026-01-14 19:00:00,signup
245,100058,2026-01-14 19:49:00,onboarding_complete
246,100058,2026-01-15 19:00:00,add_payment_method
247,100058,2026-01-27 19:00:00,app_open
248,100059,2026-03-08 06:49:00,visit
249,100059,2026-03-08 08:00:00,signup
250,100059,2026-03-08 08:16:00,onboarding_complete
251,100059,2026-03-10 08:00:00,add_payment_method
252,100060,2026-03-03 21:18:00,visit
253,100060,2026-03-03 22:00:00,signup
254,100060,2026-03-06 22:00:00,app_open
255,100060,2026-04-13 22:00:00,app_open
256,100061,2026-03-25 08:12:00,visit
257,100061,2026-03-25 10:00:00,signup
258,100061,2026-03-25 10:41:00,onboarding_complete
259,100062,2026-03-09 15:44:00,visit
260,100062,2026-03-09 18:00:00,signup
261,100063,2026-02-02 19:22:00,visit
262,100063,2026-02-02 22:00:00,signup
263,100063,2026-02-02 23:24:00,onboarding_complete
264,100063,2026-03-03 22:00:00,app_open
265,100064,2026-03-29 16:10:00,visit
266,100064,2026-03-29 20:00:00,signup
267,100064,2026-03-29 20:16:00,onboarding_complete
268,100064,2026-03-31 20:00:00,add_payment_method
269,100064,2026-04-02 20:00:00,purchase
270,100064,2026-04-24 20:00:00,app_open
271,100065,2026-02-06 11:02:00,visit
272,100065,2026-02-06 14:00:00,signup
273,100066,2026-01-30 11:53:00,visit
274,100066,2026-01-30 15:00:00,signup
275,100066,2026-01-30 17:35:00,onboarding_complete
276,100066,2026-02-01 15:00:00,add_payment_method
277,100066,2026-02-10 15:00:00,app_open
278,100066,2026-02-25 15:00:00,app_open
279,100067,2026-03-23 10:34:00,visit
280,100067,2026-03-23 11:00:00,signup
281,100067,2026-03-23 11:14:00,onboarding_complete
282,100067,2026-03-25 11:00:00,add_payment_method
284,100067,2026-03-26 11:00:00,app_open
283,100067,2026-03-28 11:00:00,purchase
285,100067,2026-04-04 11:00:00,app_open
286,100067,2026-04-15 11:00:00,app_open
287,100068,2026-02-03 05:04:00,visit
288,100068,2026-02-03 09:00:00,signup
289,100068,2026-02-03 09:17:00,onboarding_complete
290,100068,2026-02-08 09:00:00,app_open
291,100068,2026-02-26 09:00:00,app_open
292,100069,2026-01-07 11:23:00,visit
293,100069,2026-01-07 14:00:00,signup
294,100069,2026-01-08 14:00:00,app_open
295,100069,2026-02-12 14:00:00,app_open
296,100070,2026-02-12 16:38:00,visit
297,100070,2026-02-12 18:00:00,signup
298,100070,2026-02-12 18:22:00,onboarding_complete
299,100070,2026-02-14 18:00:00,add_payment_method
300,100070,2026-02-24 18:00:00,app_open
301,100071,2026-03-13 10:42:00,visit
302,100071,2026-03-13 12:00:00,signup
303,100071,2026-03-13 14:40:00,onboarding_complete
306,100071,2026-03-14 12:00:00,app_open
304,100071,2026-03-15 12:00:00,add_payment_method
305,100071,2026-03-18 12:00:00,purchase
307,100071,2026-04-07 12:00:00,app_open
308,100072,2026-01-18 15:13:00,visit
309,100072,2026-01-18 18:00:00,signup
310,100072,2026-01-18 20:26:00,onboarding_complete
311,100072,2026-01-20 18:00:00,add_payment_method
312,100073,2026-02-11 16:55:00,visit
313,100073,2026-02-11 19:00:00,signup
314,100073,2026-02-11 19:46:00,onboarding_complete
315,100073,2026-02-14 19:00:00,app_open
316,100073,2026-03-16 19:00:00,app_open
317,100074,2026-01-12 09:31:00,visit
318,100074,2026-01-12 11:00:00,signup
319,100074,2026-02-12 11:00:00,app_open
320,100075,2026-03-03 14:54:00,visit
321,100075,2026-03-03 18:00:00,signup
322,100076,2026-02-12 07:54:00,visit
323,100076,2026-02-12 09:00:00,signup
324,100076,2026-02-17 09:00:00,app_open
325,100076,2026-02-21 09:00:00,app_open
326,100077,2026-01-30 09:17:00,visit
327,100077,2026-01-30 13:00:00,signup
328,100077,2026-02-10 13:00:00,app_open
329,100077,2026-02-26 13:00:00,app_open
330,100078,2026-01-21 08:25:00,visit
331,100078,2026-01-21 09:00:00,signup
332,100078,2026-02-10 09:00:00,app_open
333,100078,2026-02-20 09:00:00,app_open
334,100079,2026-02-20 15:05:00,visit
335,100079,2026-02-20 19:00:00,signup
336,100079,2026-02-20 21:11:00,onboarding_complete
337,100079,2026-03-24 19:00:00,app_open
338,100080,2026-03-02 07:31:00,visit
339,100080,2026-03-02 10:00:00,signup
340,100080,2026-03-02 12:47:00,onboarding_complete
341,100080,2026-03-03 10:00:00,add_payment_method
342,100080,2026-03-04 10:00:00,purchase
343,100080,2026-03-26 10:00:00,app_open
344,100080,2026-03-31 10:00:00,app_open
345,100081,2026-03-26 18:18:00,visit
346,100081,2026-03-26 19:00:00,signup
349,100081,2026-03-26 19:00:00,app_open
347,100081,2026-03-26 21:30:00,onboarding_complete
348,100081,2026-03-27 19:00:00,add_payment_method
350,100081,2026-04-06 19:00:00,app_open
351,100081,2026-05-04 19:00:00,app_open
352,100082,2026-02-09 11:55:00,visit
353,100082,2026-02-09 13:00:00,signup
354,100082,2026-02-09 13:53:00,onboarding_complete
355,100082,2026-02-10 13:00:00,add_payment_method
356,100082,2026-02-21 13:00:00,app_open
357,100083,2026-01-15 08:22:00,visit
358,100083,2026-01-15 11:00:00,signup
359,100083,2026-01-18 11:00:00,app_open
360,100083,2026-01-24 11:00:00,app_open
361,100084,2026-03-16 17:21:00,visit
362,100084,2026-03-16 18:00:00,signup
363,100084,2026-03-16 19:36:00,onboarding_complete
364,100084,2026-03-17 18:00:00,add_payment_method
365,100084,2026-03-19 18:00:00,purchase
366,100084,2026-03-31 18:00:00,app_open
367,100085,2026-02-26 15:25:00,visit
368,100085,2026-02-26 16:00:00,signup
369,100085,2026-02-26 16:14:00,onboarding_complete
370,100085,2026-02-28 16:00:00,add_payment_method
371,100085,2026-03-16 16:00:00,app_open
372,100086,2026-03-05 07:18:00,visit
373,100086,2026-03-05 09:00:00,signup
374,100086,2026-03-25 09:00:00,app_open
375,100086,2026-03-31 09:00:00,app_open
376,100087,2026-01-09 21:52:00,visit
377,100087,2026-01-09 22:00:00,signup
379,100087,2026-01-09 22:00:00,app_open
378,100087,2026-01-09 22:52:00,onboarding_complete
380,100088,2026-01-29 17:14:00,visit
381,100088,2026-01-29 21:00:00,signup
382,100088,2026-02-02 21:00:00,app_open
383,100089,2026-03-11 18:53:00,visit
384,100089,2026-03-11 19:00:00,signup
385,100089,2026-03-23 19:00:00,app_open
386,100090,2026-03-16 20:08:00,visit
387,100090,2026-03-16 22:00:00,signup
388,100090,2026-03-16 22:10:00,onboarding_complete
389,100091,2026-02-09 17:58:00,visit
390,100091,2026-02-09 21:00:00,signup
391,100092,2026-03-14 15:00:00,visit
392,100092,2026-03-14 16:00:00,signup
393,100092,2026-03-14 18:39:00,onboarding_complete
394,100093,2026-03-17 16:47:00,visit
395,100093,2026-03-17 19:00:00,signup
396,100093,2026-03-17 19:37:00,onboarding_complete
397,100093,2026-03-19 19:00:00,add_payment_method
398,100094,2026-02-04 04:42:00,visit
399,100094,2026-02-04 08:00:00,signup
400,100094,2026-02-25 08:00:00,app_open
401,100095,2026-03-22 17:42:00,visit
402,100095,2026-03-22 19:00:00,signup
403,100095,2026-03-22 20:19:00,onboarding_complete
404,100095,2026-03-23 19:00:00,add_payment_method
405,100095,2026-03-23 19:00:00,app_open
406,100096,2026-01-26 13:34:00,visit
407,100096,2026-01-26 15:00:00,signup
408,100096,2026-01-26 15:45:00,onboarding_complete
409,100096,2026-01-27 15:00:00,add_payment_method
410,100096,2026-01-28 15:00:00,purchase
411,100096,2026-01-31 15:00:00,app_open
412,100097,2026-01-22 12:20:00,visit
413,100097,2026-01-22 15:00:00,signup
414,100097,2026-01-22 16:13:00,onboarding_complete
415,100097,2026-01-23 15:00:00,add_payment_method
417,100097,2026-01-28 15:00:00,app_open
416,100097,2026-01-30 15:00:00,purchase
418,100097,2026-02-09 15:00:00,app_open
419,100097,2026-02-13 15:00:00,app_open
420,100097,2026-02-19 15:00:00,app_open
421,100098,2026-03-03 07:08:00,visit
422,100098,2026-03-03 09:00:00,signup
423,100098,2026-03-03 09:11:00,onboarding_complete
424,100098,2026-03-04 09:00:00,add_payment_method
425,100098,2026-03-06 09:00:00,purchase
426,100098,2026-03-14 09:00:00,app_open
427,100099,2026-02-27 06:20:00,visit
428,100099,2026-02-27 09:00:00,signup
429,100100,2026-01-13 19:58:00,visit
430,100100,2026-01-13 22:00:00,signup
431,100100,2026-01-13 22:13:00,onboarding_complete
432,100100,2026-01-17 22:00:00,app_open
433,100100,2026-01-28 22:00:00,app_open
434,100100,2026-02-06 22:00:00,app_open
435,100101,2026-03-16 16:54:00,visit
436,100101,2026-03-16 17:00:00,signup
437,100101,2026-03-16 17:31:00,onboarding_complete
438,100102,2026-01-18 11:15:00,visit
439,100102,2026-01-18 12:00:00,signup
440,100102,2026-01-27 12:00:00,app_open
441,100103,2026-03-14 16:23:00,visit
442,100103,2026-03-14 20:00:00,signup
443,100103,2026-03-14 20:15:00,onboarding_complete
444,100103,2026-03-18 20:00:00,app_open
445,100103,2026-03-27 20:00:00,app_open
446,100103,2026-03-31 20:00:00,app_open
447,100104,2026-01-01 13:11:00,visit
448,100104,2026-01-01 15:00:00,signup
449,100104,2026-01-01 17:55:00,onboarding_complete
450,100104,2026-01-07 15:00:00,app_open
451,100105,2026-03-13 14:59:00,visit
452,100105,2026-03-13 18:00:00,signup
453,100105,2026-03-13 19:38:00,onboarding_complete
454,100105,2026-04-01 18:00:00,app_open
455,100106,2026-03-12 06:26:00,visit
456,100106,2026-03-12 09:00:00,signup
457,100107,2026-03-12 15:12:00,visit
458,100107,2026-03-12 17:00:00,signup
459,100107,2026-03-12 17:58:00,onboarding_complete
460,100107,2026-03-13 17:00:00,add_payment_method
461,100108,2026-03-01 12:19:00,visit
462,100108,2026-03-01 13:00:00,signup
466,100108,2026-03-01 13:00:00,app_open
463,100108,2026-03-01 13:24:00,onboarding_complete
464,100108,2026-03-02 13:00:00,add_payment_method
467,100108,2026-03-08 13:00:00,app_open
465,100108,2026-03-10 13:00:00,purchase
468,100109,2026-02-12 12:14:00,visit
469,100109,2026-02-12 15:00:00,signup
470,100109,2026-02-12 15:35:00,onboarding_complete
471,100109,2026-02-16 15:00:00,app_open
472,100110,2026-03-05 11:28:00,visit
473,100110,2026-03-05 15:00:00,signup
474,100110,2026-03-05 16:34:00,onboarding_complete
475,100111,2026-01-25 18:14:00,visit
476,100111,2026-01-25 22:00:00,signup
477,100112,2026-03-12 20:12:00,visit
478,100112,2026-03-12 22:00:00,signup
479,100113,2026-02-20 10:27:00,visit
480,100113,2026-02-20 12:00:00,signup
481,100113,2026-02-20 12:40:00,onboarding_complete
482,100114,2026-02-11 17:35:00,visit
483,100114,2026-02-11 19:00:00,signup
484,100114,2026-02-11 20:11:00,onboarding_complete
485,100114,2026-02-12 19:00:00,add_payment_method
486,100114,2026-02-14 19:00:00,app_open
487,100115,2026-02-15 11:23:00,visit
488,100115,2026-02-15 13:00:00,signup
489,100115,2026-02-15 14:32:00,onboarding_complete
490,100115,2026-02-27 13:00:00,app_open
491,100116,2026-02-21 15:51:00,visit
492,100116,2026-02-21 19:00:00,signup
493,100116,2026-02-21 19:26:00,onboarding_complete
494,100117,2026-01-04 16:08:00,visit
495,100117,2026-01-04 18:00:00,signup
496,100117,2026-01-04 19:27:00,onboarding_complete
497,100117,2026-01-05 18:00:00,add_payment_method
498,100117,2026-02-05 18:00:00,app_open
499,100118,2026-01-13 16:01:00,visit
500,100118,2026-01-13 20:00:00,signup
501,100118,2026-01-13 20:44:00,onboarding_complete
502,100118,2026-01-14 20:00:00,add_payment_method
503,100118,2026-01-19 20:00:00,purchase
504,100118,2026-01-20 20:00:00,app_open
505,100119,2026-01-23 14:50:00,visit
506,100119,2026-01-23 17:00:00,signup
507,100119,2026-01-23 18:21:00,onboarding_complete
508,100120,2026-01-11 16:08:00,visit
509,100120,2026-01-11 17:00:00,signup
512,100120,2026-01-11 17:00:00,app_open
510,100120,2026-01-11 18:31:00,onboarding_complete
511,100120,2026-01-13 17:00:00,add_payment_method
513,100121,2026-02-09 06:30:00,visit
514,100121,2026-02-09 10:00:00,signup
515,100121,2026-02-09 11:45:00,onboarding_complete
516,100121,2026-02-11 10:00:00,add_payment_method
517,100122,2026-03-02 21:05:00,visit
518,100122,2026-03-02 22:00:00,signup
519,100122,2026-03-02 23:50:00,onboarding_complete
520,100123,2026-02-28 16:51:00,visit
521,100123,2026-02-28 19:00:00,signup
522,100123,2026-02-28 21:47:00,onboarding_complete
523,100123,2026-03-01 19:00:00,add_payment_method
524,100123,2026-03-27 19:00:00,app_open
525,100124,2026-02-12 20:14:00,visit
526,100124,2026-02-12 21:00:00,signup
527,100124,2026-02-12 22:16:00,onboarding_complete
528,100124,2026-02-14 21:00:00,add_payment_method
530,100124,2026-02-16 21:00:00,app_open
529,100124,2026-02-17 21:00:00,purchase
531,100125,2026-03-18 10:51:00,visit
532,100125,2026-03-18 11:00:00,signup
533,100125,2026-03-18 13:47:00,onboarding_complete
534,100126,2026-02-20 16:40:00,visit
535,100126,2026-02-20 20:00:00,signup
536,100126,2026-02-20 22:07:00,onboarding_complete
537,100126,2026-02-21 20:00:00,app_open
538,100126,2026-03-28 20:00:00,app_open
539,100127,2026-01-08 09:16:00,visit
540,100127,2026-01-08 10:00:00,signup
541,100127,2026-01-30 10:00:00,app_open
542,100127,2026-02-07 10:00:00,app_open
543,100128,2026-03-10 09:21:00,visit
544,100128,2026-03-10 12:00:00,signup
545,100128,2026-03-10 14:51:00,onboarding_complete
546,100128,2026-03-12 12:00:00,add_payment_method
547,100128,2026-03-19 12:00:00,app_open
548,100128,2026-03-28 12:00:00,app_open
549,100128,2026-03-31 12:00:00,app_open
550,100129,2026-02-21 12:24:00,visit
551,100129,2026-02-21 16:00:00,signup
552,100129,2026-02-21 17:51:00,onboarding_complete
553,100129,2026-02-23 16:00:00,add_payment_method
554,100129,2026-03-11 16:00:00,app_open
555,100129,2026-03-14 16:00:00,app_open
556,100129,2026-04-03 16:00:00,app_open
557,100130,2026-02-27 16:45:00,visit
558,100130,2026-02-27 18:00:00,signup
559,100130,2026-02-27 19:16:00,onboarding_complete
560,100130,2026-02-28 18:00:00,add_payment_method
561,100130,2026-03-16 18:00:00,app_open
562,100131,2026-02-20 18:17:00,visit
563,100131,2026-02-20 22:00:00,signup
564,100131,2026-02-21 00:15:00,onboarding_complete
565,100132,2026-02-19 11:46:00,visit
566,100132,2026-02-19 13:00:00,signup
567,100133,2026-01-09 10:17:00,visit
568,100133,2026-01-09 14:00:00,signup
569,100133,2026-01-09 15:21:00,onboarding_complete
570,100133,2026-01-11 14:00:00,add_payment_method
571,100133,2026-01-18 14:00:00,app_open
572,100134,2026-02-20 10:43:00,visit
573,100134,2026-02-20 11:00:00,signup
574,100134,2026-03-18 11:00:00,app_open
575,100135,2026-03-13 17:10:00,visit
576,100135,2026-03-13 19:00:00,signup
577,100135,2026-03-13 20:59:00,onboarding_complete
578,100135,2026-03-16 19:00:00,app_open
579,100136,2026-01-28 15:36:00,visit
580,100136,2026-01-28 19:00:00,signup
581,100136,2026-01-28 20:07:00,onboarding_complete
582,100137,2026-02-24 11:11:00,visit
583,100137,2026-02-24 15:00:00,signup
584,100137,2026-02-24 16:32:00,onboarding_complete
585,100137,2026-02-26 15:00:00,add_payment_method
586,100138,2026-01-03 08:19:00,visit
587,100138,2026-01-03 09:00:00,signup
588,100138,2026-01-03 11:10:00,onboarding_complete
589,100138,2026-01-05 09:00:00,add_payment_method
590,100138,2026-01-11 09:00:00,purchase
591,100138,2026-01-18 09:00:00,app_open
592,100139,2026-02-01 06:22:00,visit
593,100139,2026-02-01 10:00:00,signup
594,100139,2026-02-01 10:17:00,onboarding_complete
595,100139,2026-02-13 10:00:00,app_open
596,100140,2026-02-09 13:21:00,visit
597,100140,2026-02-09 14:00:00,signup
598,100140,2026-02-09 15:25:00,onboarding_complete
599,100140,2026-02-12 14:00:00,app_open
600,100140,2026-03-04 14:00:00,app_open
601,100141,2026-03-30 08:04:00,visit
602,100141,2026-03-30 11:00:00,signup
603,100141,2026-03-30 13:28:00,onboarding_complete
604,100141,2026-04-02 11:00:00,app_open
605,100142,2026-01-20 10:37:00,visit
606,100142,2026-01-20 13:00:00,signup
607,100142,2026-01-20 14:28:00,onboarding_complete
608,100142,2026-01-21 13:00:00,add_payment_method
609,100142,2026-01-31 13:00:00,app_open
610,100143,2026-01-25 12:27:00,visit
611,100143,2026-01-25 16:00:00,signup
612,100143,2026-01-25 16:36:00,onboarding_complete
613,100143,2026-02-20 16:00:00,app_open
614,100144,2026-02-06 09:28:00,visit
615,100144,2026-02-06 13:00:00,signup
616,100144,2026-02-06 13:40:00,onboarding_complete
617,100144,2026-02-18 13:00:00,app_open
618,100145,2026-03-31 07:04:00,visit
619,100145,2026-03-31 08:00:00,signup
620,100145,2026-04-25 08:00:00,app_open
621,100146,2026-03-18 05:04:00,visit
